user_id,item_id,transaction_time,state_label,f1,f2
5,566,0.0,0,0,0
5,452,1680.0,0,0,0
5,32,1680.0,0,0,0
5,230,22020.0,0,0,0
5,303,22320.0,0,0,0
5,529,23400.0,0,0,0
5,513,24900.0,0,0,0
5,628,25560.0,0,0,0
5,692,26220.0,0,0,0
5,692,26220.0,0,0,0
5,412,26700.0,0,0,0
5,119,26700.0,0,0,0
5,332,26940.0,0,0,0
5,479,27000.0,0,0,0
5,563,27360.0,0,0,0
5,643,27420.0,0,0,0
5,108,27480.0,0,0,0
0,529,27660.0,0,0,0
0,305,27720.0,0,0,0
0,305,27720.0,0,0,0
0,716,27720.0,0,0,0
0,530,27720.0,0,0,0
0,99,27780.0,0,0,0
0,74,27960.0,0,0,0
0,529,28020.0,0,0,0
0,480,28140.0,0,0,0
0,243,28200.0,0,0,0
0,182,28200.0,0,0,0
0,422,28320.0,0,0,0
0,74,28680.0,0,0,0
0,529,28680.0,0,0,0
0,513,29040.0,0,0,0
0,99,30000.0,0,0,0
0,412,30060.0,0,0,0
0,412,30060.0,0,0,0
0,8,30420.0,0,0,0
0,432,31140.0,0,0,0
0,329,31140.0,0,0,0
0,478,31200.0,0,0,0
0,519,31560.0,0,0,0
0,303,31680.0,0,0,0
0,479,31740.0,0,0,0
0,422,31800.0,0,0,0
0,75,31800.0,0,0,0
0,39,31920.0,0,0,0
0,480,31920.0,0,0,0
0,658,32040.0,0,0,0
0,645,32040.0,0,0,0
0,305,32100.0,0,0,0
0,480,32100.0,0,0,0
0,104,32520.0,0,0,0
0,73,32700.0,0,0,0
0,81,32700.0,0,0,0
0,301,33300.0,0,0,0
0,18,33540.0,0,0,0
0,411,33780.0,0,0,0
0,550,33780.0,0,0,0
0,318,33780.0,0,0,0
0,321,33780.0,0,0,0
0,329,33780.0,0,0,0
0,152,33780.0,0,0,0
0,684,33780.0,0,0,0
0,75,33960.0,0,0,0
0,26,34440.0,0,0,0
0,679,34680.0,0,0,0
0,461,34680.0,0,0,0
0,51,35880.0,0,0,0
0,197,36720.0,0,0,0
0,293,37440.0,0,0,0
0,293,37440.0,0,0,0
0,293,37440.0,0,0,0
1,412,38640.0,0,0,0
1,102,38760.0,0,0,0
1,370,39540.0,0,0,0
1,206,39660.0,0,0,0
1,37,39720.0,0,0,0
1,37,39720.0,0,0,0
1,142,39840.0,0,0,0
1,412,39840.0,0,0,0
1,511,39900.0,0,0,0
1,464,39960.0,0,0,0
1,90,40020.0,0,0,0
1,419,40020.0,0,0,0
1,102,40080.0,0,0,0
1,419,40200.0,0,0,0
1,142,40260.0,0,0,0
1,697,40260.0,0,0,0
1,697,40260.0,0,0,0
1,88,40320.0,0,0,0
1,419,40320.0,0,0,0
1,419,40380.0,0,0,0
1,419,40380.0,0,0,0
1,419,40560.0,0,0,0
1,684,40620.0,0,0,0
1,76,40620.0,0,0,0
1,308,40620.0,0,0,0
1,308,40620.0,0,0,0
1,23,40680.0,0,0,0
1,147,40680.0,0,0,0
1,343,40800.0,0,0,0
1,412,40800.0,0,0,0
1,419,40920.0,0,0,0
1,93,41100.0,0,0,0
1,342,41280.0,0,0,0
1,538,41280.0,0,0,0
1,347,41340.0,0,0,0
1,539,41340.0,0,0,0
1,556,41460.0,0,0,0
1,556,41460.0,0,0,0
1,582,41520.0,0,0,0
1,343,41580.0,0,0,0
1,381,41580.0,0,0,0
1,342,41580.0,0,0,0
1,475,41640.0,0,0,0
1,464,41640.0,0,0,0
1,319,41640.0,0,0,0
1,168,41700.0,0,0,0
1,57,41760.0,0,0,0
1,177,41820.0,0,0,0
1,429,42000.0,0,0,0
1,301,42000.0,0,0,0
1,497,42180.0,0,0,0
1,497,42180.0,0,0,0
1,429,42240.0,0,0,0
1,425,42300.0,0,0,0
1,531,42300.0,0,0,0
1,343,42360.0,0,0,0
1,422,42360.0,0,0,0
1,318,42360.0,0,0,0
1,507,42480.0,0,0,0
1,145,42540.0,0,0,0
1,81,42540.0,0,0,0
1,556,42660.0,0,0,0
1,144,42660.0,0,0,0
1,141,42660.0,0,0,0
1,464,42840.0,0,0,0
1,716,42840.0,0,0,0
1,343,42840.0,0,0,0
1,572,42960.0,0,0,0
1,196,43020.0,0,0,0
1,143,43020.0,0,0,0
1,474,43080.0,0,0,0
1,301,43080.0,0,0,0
1,196,43200.0,0,0,0
1,11,43320.0,0,0,0
1,99,44280.0,0,0,0
1,658,44280.0,0,0,0
1,197,44280.0,0,0,0
1,133,44400.0,0,0,0
1,99,44520.0,0,0,0
1,643,44520.0,0,0,0
1,606,44580.0,0,0,0
1,304,44580.0,0,0,0
1,716,44940.0,0,0,0
1,352,45060.0,0,0,0
1,117,45060.0,0,0,0
1,117,45060.0,0,0,0
1,687,45120.0,0,0,0
1,303,45120.0,0,0,0
1,99,45180.0,0,0,0
1,708,45300.0,0,0,0
1,301,45300.0,0,0,0
1,335,45660.0,0,0,0
1,302,45720.0,0,0,0
1,704,45960.0,0,0,0
1,535,46020.0,0,0,0
1,35,46080.0,0,0,0
1,693,46080.0,0,0,0
1,16,46080.0,0,0,0
1,698,46140.0,0,0,0
1,20,46200.0,0,0,0
1,297,46260.0,0,0,0
1,479,46260.0,0,0,0
1,690,46260.0,0,0,0
1,502,46320.0,0,0,0
1,704,46500.0,0,0,0
1,222,46680.0,0,0,0
1,302,47280.0,0,0,0
1,57,48360.0,0,0,0
1,19,48360.0,0,0,0
1,342,48900.0,0,0,0
1,370,49020.0,0,0,0
1,83,49020.0,0,0,0
1,395,49020.0,0,0,0
1,718,49080.0,0,0,0
2,715,49680.0,0,0,0
2,144,49920.0,0,0,0
2,334,50040.0,0,0,0
2,329,51360.0,0,0,0
2,478,51420.0,0,0,0
2,400,51420.0,0,0,0
2,406,51480.0,0,0,0
2,358,51480.0,0,0,0
2,713,52380.0,0,0,0
2,243,52440.0,0,0,0
2,528,52500.0,0,0,0
2,303,53280.0,0,0,0
2,149,53820.0,0,0,0
2,305,53820.0,0,0,0
2,718,54180.0,0,0,0
2,146,54240.0,0,0,0
2,249,54240.0,0,0,0
2,119,54360.0,0,0,0
2,110,54420.0,0,0,0
2,304,54480.0,0,0,0
2,303,54540.0,0,0,0
2,511,54600.0,0,0,0
2,509,54660.0,0,0,0
2,334,54720.0,0,0,0
2,303,54720.0,0,0,0
2,303,54720.0,0,0,0
2,610,55140.0,0,0,0
2,581,55260.0,0,0,0
2,308,55260.0,0,0,0
2,556,55260.0,0,0,0
2,329,55500.0,0,0,0
2,643,55560.0,0,0,0
2,411,55620.0,0,0,0
2,582,55800.0,0,0,0
2,640,55920.0,0,0,0
2,312,55980.0,0,0,0
2,135,56580.0,0,0,0
2,530,56580.0,0,0,0
2,411,56580.0,0,0,0
2,304,57360.0,0,0,0
2,161,57360.0,0,0,0
2,184,57360.0,0,0,0
2,606,57420.0,0,0,0
2,606,57480.0,0,0,0
2,419,57480.0,0,0,0
2,509,57600.0,0,0,0
2,334,57660.0,0,0,0
2,372,57900.0,0,0,0
2,411,58440.0,0,0,0
2,417,58440.0,0,0,0
2,486,58440.0,0,0,0
2,425,58680.0,0,0,0
2,392,58680.0,0,0,0
2,592,58740.0,0,0,0
2,332,59220.0,0,0,0
2,37,59220.0,0,0,0
2,37,59220.0,0,0,0
3,382,60540.0,0,0,0
3,708,60540.0,0,0,0
3,357,62700.0,0,0,0
3,223,62700.0,0,0,0
3,534,62760.0,0,0,0
3,697,64740.0,0,0,0
3,464,64740.0,0,0,0
3,68,64980.0,0,0,0
3,197,64980.0,0,0,0
3,308,65100.0,0,0,0
3,513,65520.0,0,0,0
3,531,65520.0,0,0,0
3,618,65580.0,0,0,0
3,666,66720.0,0,0,0
3,621,66900.0,0,0,0
3,364,66900.0,0,0,0
3,144,66900.0,0,0,0
3,348,67020.0,0,0,0
3,348,67020.0,0,0,0
3,211,67800.0,0,0,0
3,419,68580.0,0,0,0
3,631,68580.0,0,0,0
3,406,68640.0,0,0,0
3,697,68640.0,0,0,0
3,526,68940.0,0,0,0
